:START_ID(Entity),:END_ID(Entity),:TYPE,claim_id,predicate,refs:int[],status,evidence,level,species:string[],section,volume,synthesis:boolean,finding,finding_note,hypothesis,hypothesis_group,parameters
ampa-receptor-activation-199muiq,2r-6r-hydroxynorketamine-antidepressant-like-beh-11sqomd,REQUIRED_FOR,C0422,required_for,117,contested,animal-interventional,molecular,mouse,v0-11-pharmacology-as-neuromodulation,v0,false,,,H-hnk-active-species-p1,H-hnk-active-species,
2r-6r-hydroxynorketamine-1ggftcl,known-or-proposed-ketamine-target-proteins-1yp2g8c,BINDS,C0423,binds,167,contested,in-vitro,molecular,human;mouse,v0-11-pharmacology-as-neuromodulation,v0,false,null-result,no direct target found in the screen,H-hnk-active-species-p2,H-hnk-active-species,"{""screen"":""binding and function against thousands of human proteins"",""result"":""binds none of the known or proposed ketamine targets; no other direct protein interaction identified"",""behaviour"":""antidepressant-like activity retained"",""authors"":""leave efficacy to clinical trials"",""method"":""target deconvolution""}"
downstream-nmda-receptor-activation-1mseg8j,antidepressant-like-effect-of-ketamine-2r-6r-hyd-1hqb1yi,REQUIRED_FOR,C0424,required_for,168,contested,animal-interventional,molecular,mouse,v0-11-pharmacology-as-neuromodulation,v0,false,,,H-hnk-active-species-p3,H-hnk-active-species,"{""pretreatment"":""MK-801 or CPP abolished the behavioural effect of all four compounds"",""sex"":""male mice"",""reading"":""a shared requirement for downstream NMDA receptor activation""}"
ketamine-dose-02f83lb,antidepressant-like-behaviour-0cxfmqh,MODULATES,C0425,modulates,168,supported,animal-interventional,behavioural,mouse,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""shape"":""inverted-U dose-response"",""effective"":""10 mg/kg"",""ineffective"":""higher doses"",""sex"":""male mice""}"
single-one-hour-inhaled-nitrous-oxide-1a8s593,hdrs-21-score-in-severe-treatment-resistant-depr-1eima97,DECREASES,C0426,decreases,185,supported,human-interventional,clinical,human,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""n"":""24 patients"",""arms"":""50% nitrous oxide, 25% nitrous oxide, placebo air-oxygen"",""versus_placebo"":""P = 0.01"",""between_concentrations"":""P = 0.58"",""timescale"":""separation at weeks 1 and 2, not at 2 or 24 hours"",""adverse_events"":""fell sharply at 25% (P < 0.001)""}"
chronic-monoaminergic-antidepressant-treatment-10so361,emotional-and-social-information-processing-and-1o1vcya,MODULATES,C0427,modulates,187,contested,human-observational,behavioural,human,v0-11-pharmacology-as-neuromodulation,v0,false,,,H-serotonin-premise-p2,H-serotonin-premise,"{""locus_of_delay"":""the middle links rather than receptor occupancy"",""explains"":""delay to clinical onset and reversal of heterogeneous symptoms"",""deficit_required"":""none""}"
serotonin-metabolite-concentration-and-transport-138dp9t,depression-01ktf3d,CORRELATES_WITH,C0428,correlates_with,188,contested,human-observational,clinical,human,v0-11-pharmacology-as-neuromodulation,v0,false,,,H-serotonin-premise-p1,H-serotonin-premise,"{""design"":""umbrella review of 17 systematic reviews, meta-analyses and large cohort or genetic studies, searched to December 2020"",""gene_association_n"":""115,257 and 43,165"",""finding"":""no association; no transporter-genotype by stress interaction"",""conclusion"":""no support for depression being caused by lowered serotonin"",""caveat"":""replies in the same journal contest its methods""}"
ketamine-as-administered-1uxw6y1,three-rival-drive-to-molecular-endpoint-routes-t-1f8muh0,COUPLES_VIA,C0429,couples_via,115;116;117;167;168,inferred,inferred,molecular,mouse;rat;human,v0-11-pharmacology-as-neuromodulation,v0,true,,,,,"{""inference"":""naming an active species is not bookkeeping, because the three are different edges from drive to molecular endpoint"",""shape"":""rival mechanisms each strongest in a different preparation, with human data unable to discriminate""}"
classic-serotonergic-psychedelics-1sw62g6,5-ht2a-receptors-on-layer-v-pyramidal-apical-den-0p5jao8,ACTIVATES,C0430,activates,172,supported,consensus,molecular,human;rat,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""role"":""the first link of the standard chain""}"
psilocybin-or-lsd-1rig262,oscillatory-power-in-default-mode-network-region-080cpi2,DECREASES,C0431,decreases,172,supported,human-interventional,circuit,human,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""method"":""human imaging""}"
intracellular-rather-than-cell-surface-5-ht2a-re-0j77urp,psychedelic-induced-cortical-plasticity-1wk671u,REQUIRED_FOR,C0432,required_for,92,supported,animal-interventional,subcellular,rat;mouse,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""preparation"":""rodent and in vitro work"",""implication"":""the same agonist at the same receptor acts differently inside the cell and at the surface""}"
presynaptic-5-ht2a-receptors-on-anterior-thalami-10hbr1v,long-lasting-psychedelic-induced-synaptic-streng-0u4i567,REQUIRED_FOR,C0433,required_for,174,contested,animal-interventional,cellular,mouse,v0-11-pharmacology-as-neuromodulation,v0,false,,,H-5ht2a-necessity-p2,H-5ht2a-necessity,"{""preparation"":""CRISPR-engineered knockout mice and slice physiology"",""target_region"":""granular retrosplenial cortex, whose neurons lack postsynaptic 5-HT2A receptors"",""principle"":""a receptor-expression map is not a map of where the drug acts""}"
anterior-thalamic-neurons-1jny5wq,granular-retrosplenial-cortex-1oy5u66,PROJECTS_TO,C0434,projects_to,174,supported,animal-interventional,circuit,mouse,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""carries"":""presynaptic 5-HT2A receptors on the projecting axons""}"
postsynaptic-5-ht2a-receptor-signalling-0ahp9vf,psychedelic-induced-plasticity-and-antidepressan-0txb8xv,REQUIRED_FOR,C0435,required_for,173,contested,consensus,molecular,human;mouse,v0-11-pharmacology-as-neuromodulation,v0,false,,,H-5ht2a-necessity-p1,H-5ht2a-necessity,"{""separated_questions"":""necessity for the hallucinogenic effect and necessity for the plasticity and antidepressant effects"",""assessment"":""the second assessed critically""}"
single-25-mg-dose-of-psilocybin-with-psychologic-09gw4zx,madrs-score-in-major-depressive-disorder-10ouicq,DECREASES,C0436,decreases,177,supported,human-interventional,clinical,human,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""phase"":""2"",""n"":""104 adults"",""comparator"":""100 mg niacin as active placebo, both with psychological support"",""effect"":""12.3-point greater MADRS reduction to day 43"",""p"":""< .001""}"
specific-subjective-features-of-the-psychedelic-1sl8y4b,therapeutic-outcome-1ovs5vf,CORRELATES_WITH,C0437,correlates_with,175,contested,human-observational,behavioural,human,v0-11-pharmacology-as-neuromodulation,v0,false,,,H-subjective-experience-p1,H-subjective-experience,"{""control"":""overall drug intensity statistically controlled"",""claim"":""neurobiological mechanisms necessary but not sufficient"",""scope"":""across human studies""}"
the-subjective-psychedelic-experience-01k62an,lasting-change-in-mood-and-behaviour-0uzciq9,REQUIRED_FOR,C0438,required_for,176,contested,consensus,behavioural,human;mouse,v0-11-pharmacology-as-neuromodulation,v0,false,null-result,association not required for the antidepressant effect,H-subjective-experience-p2,H-subjective-experience,"{""finding"":""not required; the experience-to-outcome link is largely correlational"",""stake"":""decisive for non-hallucinogenic analogues""}"
pregnane-neurosteroids-0e0lcbj,gaba-a-receptor-function-13d88k8,INCREASES,C0439,increases,179,supported,consensus,molecular,rat;human,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""action"":""direct and non-genomic"",""potency"":""potent and selective"",""framing"":""a drug as a gain change rather than an input""}"
neurosteroid-1n7b6wm,circulating-endocrine-messenger-route-or-local-n-0b7kij9,DELIVERED_BY,C0440,delivered_by,179,supported,consensus,systemic,rat;human,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""consequence"":""one molecule can be a systemic or a local drive""}"
brexanolone-intravenous-allopregnanolone-by-sing-1yniazm,hamilton-depression-score-in-moderate-to-severe-149pw2d,DECREASES,C0441,decreases,180,supported,human-interventional,clinical,human,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""trials"":""two phase 3 trials in women"",""schedule"":""single 60-hour infusion"",""endpoint"":""Hamilton reduction at 60 h"",""study_2"":""14.6 versus 12.1 points against placebo""}"
oral-zuranolone-50-mg-once-daily-for-14-days-16q7okx,17-item-hamilton-depression-score-in-severe-post-11hyotv,DECREASES,C0442,decreases,181,supported,human-interventional,clinical,human,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""n"":""196 women"",""effect"":""least-squares mean difference -4.0 at day 15"",""ci"":""95% CI -6.3 to -1.7"",""durability"":""maintained to day 45""}"
neurosteroid-gaba-a-positive-allosteric-modulato-0q1h1lw,patient-reported-maternal-functioning-at-day-45-07ei968,MODULATES,C0443,modulates,182,supported,human-interventional,clinical,human,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""review"":""Cochrane review of five studies in 349 women"",""certainty"":""low, from one trial"",""quality_of_life"":""assessed by none of the trials"",""mechanism"":""distinct mechanism confirmed"",""conclusion"":""insufficient to recommend these drugs over existing treatments""}"
chemically-diverse-general-anaesthetics-1ggzxhv,a-small-number-of-molecular-targets-14823w7,BINDS,C0444,binds,183,supported,consensus,molecular,rat;human,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,
general-anaesthetics-06oau06,endogenous-sleep-and-arousal-circuitry-with-the-1sglo17,COUPLES_VIA,C0445,couples_via,183,supported,consensus,circuit,rat;human,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""endpoint"":""reversible loss of consciousness"",""framing"":""the most complete reversible whole-brain case""}"
receptor-identity-of-a-stimulation-induced-plast-19s2daw,pharmacological-challenge-with-a-receptor-select-02eh9qo,MEASURED_BY,C0446,measured_by,189,supported,consensus,molecular,human,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""consequence"":""drug-plus-device studies are measurement instruments first""}"
d-cycloserine-100-mg-added-to-intermittent-theta-0ub4vwm,madrs-score-in-major-depressive-disorder-10ouicq,DECREASES,C0447,decreases,190,supported,human-interventional,clinical,human,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""n"":""50 participants"",""protocol"":""four weeks of iTBS with D-cycloserine 100 mg, an NMDA receptor partial agonist, for the first two weeks, or placebo"",""effect"":""6.15-point greater MADRS reduction"",""hedges_g"":""0.99"",""response"":""73.9% versus 29.3%"",""remission"":""39.1% versus 4.2%""}"
nmda-receptor-07wq0nr,antidepressant-response-to-intermittent-theta-bu-1njveyh,GATES,C0448,gates,189;190,inferred,inferred,molecular,human,v0-11-pharmacology-as-neuromodulation,v0,true,,,,,"{""inference"":""a drug acting on the receptor that gates stimulation-induced plasticity composes with the device at the shared molecular endpoint node""}"
vagus-nerve-stimulation-paired-with-a-jaw-moveme-0294zws,jaw-representation-area-on-intracortical-microst-1rjyqdk,INCREASES,C0449,increases,142,supported,animal-interventional,circuit,rat,v0-11-pharmacology-as-neuromodulation,v0,false,,,,,"{""group"":""saline-dosed control showed the expected VNS-dependent expansion""}"
oxybutynin-prazosin-or-duloxetine-at-clinically-1tdlczs,vns-paired-expansion-of-the-jaw-representation-i-0kvfh7v,INHIBITS,C0450,inhibits,142,supported,animal-interventional,circuit,rat,v0-11-pharmacology-as-neuromodulation,v0,false,null-result,none of the three antagonists blocked the effect,,,"{""result"":""none of the three drugs blocked the expansion"",""readout"":""intracortical microstimulation mapping"",""implication"":""receptor dependence does not generalise to every neuromodulator system""}"
intravenous-ketamine-0-5-mg-kg-twice-weekly-1d4onip,qids-sr-16-self-reported-depression-score-versus-0yxg2v1,DECREASES,C0451,decreases,170,contested,human-interventional,clinical,human,v0-11-pharmacology-as-neuromodulation,v0,false,,,H-ketamine-vs-ect-p2,H-ketamine-vs-ect,"{""design"":""open-label randomised non-inferiority trial"",""n"":""403 outpatients"",""comparator"":""ECT three times weekly for three weeks"",""endpoint"":""QIDS-SR-16 response"",""response"":""55.4% ketamine versus 41.2% ECT"",""result"":""non-inferiority met"",""harms"":""early memory decline after ECT that recovered later""}"
thrice-weekly-racemic-ketamine-1wcjtvb,clinician-rated-remission-rate-versus-electrocon-0cayd5u,DECREASES,C0452,decreases,171,contested,human-interventional,clinical,human,v0-11-pharmacology-as-neuromodulation,v0,false,,,H-ketamine-vs-ect-p1,H-ketamine-vs-ect,"{""design"":""comparable open-label randomised non-inferiority design"",""population"":""hospitalised patients with unipolar depression"",""endpoint"":""remission"",""remission"":""63% ECT versus 46% ketamine"",""result"":""non-inferiority not established"",""sessions"":""median of six in both arms""}"
difference-in-setting-severity-and-endpoint-betw-0u0o761,comparative-efficacy-of-ketamine-against-electro-1eunthz,CONFOUNDS,C0453,confounds,170;171,inferred,inferred,clinical,human,v0-11-pharmacology-as-neuromodulation,v0,true,,,,,"{""differences"":""outpatient against hospitalised, self-reported response against clinician-rated remission"",""inference"":""the comparison is conditional on setting and endpoint, not a property of the two modalities""}"
measuring-only-the-drive-and-the-outcome-leaving-011xzwy,causal-claim-running-from-induced-field-through-1sz0pqt,CONFOUNDS,C0454,confounds,199,supported,consensus,systemic,human,v0-12-methods-and-confounds,v0,false,,,,,"{""chain"":""induced field acts on local tissue, local effect spreads through a network, network change alters behaviour"",""remedy"":""confounds listed step by step for each link""}"
sham-tms-treated-as-an-inert-control-0eavqyt,behavioural-effect-attributed-to-active-tms-05ulm6z,CONFOUNDS,C0455,confounds,198,supported,consensus,behavioural,human,v0-12-methods-and-confounds,v0,false,,,,,"{""reason"":""sham TMS can have specific behavioural effects of its own"",""remedy"":""sham belongs alongside active controls at another site or time rather than instead of them""}"
uncontrolled-brain-state-at-the-moment-of-stimul-1h0ry0z,after-effect-of-a-fixed-tms-protocol-on-motor-ev-04njw6g,CONFOUNDS,C0456,confounds,137,supported,human-interventional,cellular,human,v0-12-methods-and-confounds,v0,false,,,,,"{""finding"":""the same triple-pulse TMS bursts produced LTP-like MEP potentiation when locked to the negative peak of the mu rhythm and no change at the positive peak"",""tms_eeg"":""TMS-EEG measures did not show a matching change"",""replication"":""cross-lab replication is thin""}"
target-defined-by-nominal-coil-position-rather-t-1a4w1op,association-between-stimulation-site-to-subgenua-13mobv0,CONFOUNDS,C0457,confounds,130,supported,human-observational,circuit,human,v0-12-methods-and-confounds,v0,false,,,,,"{""n"":""295 rTMS patients"",""r"":""about -0.16"",""detectability"":""only when the site was defined by electric-field modelling""}"
sham-tdcs-protocol-that-is-not-physiologically-i-14ueoye,tdcs-after-effect-attributed-to-active-stimulati-07n869v,CONFOUNDS,C0458,confounds,195,contested,consensus,behavioural,human,v0-12-methods-and-confounds,v0,false,,,H-sham-inertness-p2,H-sham-inertness,"{""finding"":""the sham tDCS protocols in use differ in more than sensation, so some may have biological effects of their own"",""consequence"":""the choice of sham is a source of irreproducibility""}"
ramp-only-sham-tdcs-ramping-current-up-and-down-0tvyd59,inertness-and-perceptual-credibility-of-the-tdcs-0g8zeya,CONFOUNDS,C0459,confounds,196,contested,consensus,behavioural,human,v0-12-methods-and-confounds,v0,false,,,H-sham-inertness-p1,H-sham-inertness,"{""review_window"":""sham tDCS protocols from 2010 to 2024"",""finding"":""may be neither physiologically inert nor perceptually convincing during the session"",""status_in_prose"":""whether short ramp shams are inert remains contested [195,196]""}"
participants-end-of-study-guesses-about-allocati-1lxup2l,actual-allocation-to-active-or-sham-rtms-02cx2cu,CORRELATES_WITH,C0460,correlates_with,197,supported,human-interventional,clinical,human,v0-12-methods-and-confounds,v0,false,,,,,"{""trials"":""7 sham-controlled rTMS trials for depression"",""n"":""489"",""finding"":""guesses did not differ between active and sham arms"",""judgement"":""blinding adequate""}"
blinding-check-made-at-the-end-of-a-study-rather-0kb64h8,estimated-blinding-integrity-of-a-stimulation-tr-0tnegpw,CONFOUNDS,C0461,confounds,196,supported,consensus,clinical,human,v0-12-methods-and-confounds,v0,false,,,,,"{""argument"":""end-of-study checks overestimate how well masking worked, while checks during stimulation reveal perceptual differences""}"
effective-unblinding-by-unmistakable-acute-drug-15anhwp,effect-sizes-reported-in-psychedelic-and-ketamin-0eg5pvl,CONFOUNDS,C0462,confounds,178,supported,human-observational,clinical,human,v0-12-methods-and-confounds,v0,false,,,,,"{""search"":""psychedelic and ketamine trials from 1990 to November 2020"",""reporting"":""generally reported neither pre-trial expectancy nor blinding success"",""conclusion"":""participants are effectively unblinded and effect sizes are likely overestimates""}"
blinding-integrity-in-a-psilocybin-depression-tr-0kkhu73,active-placebo-comparator-100-mg-niacin-0dmx40u,MEASURED_BY,C0463,measured_by,177,supported,human-interventional,clinical,human,v0-12-methods-and-confounds,v0,false,,,,,"{""role"":""one response to the effective-unblinding problem""}"
somatosensory-and-auditory-co-stimulation-by-tms-01q27ww,effects-attributed-to-the-transcranially-induced-0xia0dk,CONFOUNDS,C0464,confounds,41,supported,consensus,systemic,human,v0-12-methods-and-confounds,v0,false,,,,,"{""magnitude"":""substantial, and must be controlled for"",""framing"":""every non-invasive drive also stimulates the scalp, the ear or peripheral nerves""}"
auditory-pathway-activation-by-transcranial-ultr-0tps8y2,widespread-cortical-and-subcortical-activation-a-0evwx6q,CONFOUNDS,C0465,confounds,74,contested,animal-interventional,circuit,guinea pig,v0-12-methods-and-confounds,v0,false,,,H-tus-confound-p1,H-tus-confound,"{""manipulation"":""auditory nerve transection or cochlear fluid removal"",""result"":""the activation disappeared""}"
auditory-pathway-activation-by-transcranial-ultr-0tps8y2,ultrasound-evoked-cortical-activity-and-startle-06yoswn,CONFOUNDS,C0466,confounds,75,contested,animal-interventional,circuit,mouse,v0-12-methods-and-confounds,v0,false,,,H-tus-confound-p1,H-tus-confound,"{""method"":""wide-field calcium imaging"",""similarity"":""ultrasound-evoked cortical activity resembled the response to audible sound"",""behaviour"":""both produced startle-like motor responses"",""manipulation"":""chemical deafening reduced both""}"
sharp-edged-rectangular-ultrasound-pulse-envelop-1dv8ehc,auditory-pathway-indexed-by-the-auditory-brainst-0n01izu,ACTIVATES,C0467,activates,76,contested,animal-interventional,circuit,mouse,v0-12-methods-and-confounds,v0,false,,,H-tus-confound-p2,H-tus-confound,"{""smoothed_envelope"":""removed the auditory brainstem response and left the EMG motor response intact"",""deaf_mice"":""genetically deaf mice responded like hearing mice"",""reading"":""the confound is a pulse-edge transient that can be engineered away""}"
peripheral-auditory-stimulation-by-1000-hz-pulse-15hihex,ultrasound-induced-inhibition-of-tms-evoked-moto-156anik,CONFOUNDS,C0468,confounds,77,contested,human-interventional,circuit,human,v0-12-methods-and-confounds,v0,false,,,H-tus-confound-p1,H-tus-confound,"{""design"":""four experiments at three institutions, one preregistered"",""pulse_repetition_frequency"":""1000 Hz"",""manipulations"":""intensity, duration and auditory masking"",""replication"":""the reported motor inhibition replicated but tracked auditory stimulation"",""implication"":""earlier work using only a flip-over sham needs reinterpretation""}"
tactile-thermal-and-painful-scalp-sensation-from-0g6czwy,effects-attributed-to-focal-transcranial-ultraso-033bzci,CONFOUNDS,C0469,confounds,78,supported,human-interventional,systemic,human,v0-12-methods-and-confounds,v0,false,,,,,"{""n"":""25 participants"",""design"":""preregistered follow-up"",""mitigation"":""avoiding near-field scalp intensity peaks, spreading energy, ramping pulses, using longer lower-intensity pulses""}"
transcutaneous-stimulation-of-scalp-afferents-by-0gdtmfx,tacs-entrainment-of-motor-output-measured-as-tre-0e1on38,CONFOUNDS,C0470,confounds,54,contested,human-interventional,circuit,rat;human,v0-12-methods-and-confounds,v0,false,,,H-tes-entrainment-p2,H-tes-entrainment,"{""argument"":""cortical tACS fields are too weak for direct activation while skin fields are much stronger"",""anaesthesia"":""anaesthetising the skin reduced tACS-induced tremor entrainment"",""peripheral_only"":""peripheral nerve stimulation alone reproduced the motor effects""}"
transcranial-alternating-current-stimulation-1csl9x1,spike-entrainment-in-macaque-hippocampus-and-vis-08s42az,MODULATES,C0471,modulates,55,contested,animal-interventional,cellular,macaque,v0-12-methods-and-confounds,v0,false,,,H-tes-entrainment-p1,H-tes-entrainment,"{""control"":""neurons stayed entrained after topical anaesthesia blocked somatosensory input""}"
a-peripheral-scalp-route-and-a-direct-cortical-r-1hlranx,motor-and-single-neuron-effects-of-tacs-0vuvnjr,MODULATES,C0472,modulates,54;55,inferred,inferred,circuit,rat;human;macaque,v0-12-methods-and-confounds,v0,true,,,,,"{""inference"":""the two tACS results need not conflict: a peripheral route can produce a human motor effect while a direct route entrains macaque neurons"",""test"":""block or match the peripheral input and see what survives""}"
corticospinal-excitability-1o9kehu,motor-evoked-potential-with-motor-threshold-inpu-0zlu91n,MEASURED_BY,C0473,measured_by,200,supported,consensus,systemic,human,v0-12-methods-and-confounds,v0,false,,,,,"{""source"":""IFCN procedural reference defining the standard measures"",""role"":""the workhorse readout""}"
peripheral-auditory-and-somatosensory-input-duri-0b104mc,tms-evoked-eeg-potential-0tiu8ev,CONFOUNDS,C0474,confounds,202,contested,human-interventional,circuit,human,v0-12-methods-and-confounds,v0,false,,,H-tep-origin-p1,H-tep-origin,"{""sham"":""realistic sham mimicking the sound and scalp sensation of TMS"",""result"":""evoked EEG responses closely resembling those to real TMS at early and late latencies"",""controls_present"":""noise masking and foam padding""}"
real-transcranial-magnetic-stimulation-0w4kthr,early-tep-components-and-beta-band-eeg-responses-1k37dux,ACTIVATES,C0475,activates,203,contested,human-interventional,circuit,human,v0-12-methods-and-confounds,v0,false,,,H-tep-origin-p2,H-tep-origin,"{""controls"":""optimised sham, noise masking, a second coil stacked on the real one, electrical scalp stimulation to saturate touch"",""result"":""subtraction left early components and beta-band responses that occurred only with real TMS"",""dispute"":""turns on whether a sham can match real TMS closely enough for subtraction to be valid""}"
peripheral-sensory-contamination-of-tms-eeg-reco-1pyu6ap,interpretation-of-tms-eeg-measures-1t13fp3,CONFOUNDS,C0476,confounds,201,supported,consensus,systemic,human,v0-12-methods-and-confounds,v0,false,,,,,"{""source"":""2023 TMS-EEG consensus lists it as an open problem""}"
pupil-diameter-01l3jgq,locus-coeruleus-spike-count-0sm3d2j,CORRELATES_WITH,C0477,correlates_with,144,contested,animal-interventional,cellular,mouse,v0-12-methods-and-confounds,v0,false,,,H-tavns-engagement-p3,H-tavns-engagement,"{""relation"":""pupil dilation rose monotonically with locus coeruleus spike count"",""limit"":""predicted only a small fraction of moment-to-moment LC activity"",""state"":""itself state-dependent""}"
whole-chain-efficacy-testing-without-target-veri-0ly17ok,attribution-of-a-null-trial-result-to-a-particul-05pri3f,CONFOUNDS,C0478,confounds,199,supported,consensus,clinical,human,v0-12-methods-and-confounds,v0,false,,,,,"{""argument"":""an efficacy trial tests the whole chain at once, so a null cannot say which link failed"",""remedy"":""target verification means showing the local and network steps too""}"
continuous-cymba-conchae-tavns-just-below-pain-t-0g49fz4,pupil-dilation-cortisol-and-salivary-alpha-amyla-0oq57jn,MODULATES,C0479,modulates,145,contested,human-interventional,systemic,human,v0-12-methods-and-confounds,v0,false,,,H-tavns-engagement-p1,H-tavns-engagement,"{""n"":""66 healthy adults"",""comparator"":""earlobe sham"",""result"":""all three left unchanged""}"
pulsed-tavns-1q0d891,pupil-dilation-as-a-noradrenergic-engagement-pro-11hlq7i,INCREASES,C0480,increases,146,contested,human-interventional,systemic,human,v0-12-methods-and-confounds,v0,false,,,H-tavns-engagement-p2,H-tavns-engagement,"{""design"":""living Bayesian meta-analysis of 18 studies"",""N"":""771"",""overall"":""g = 0.15, BF01 = 1.0 (anecdotal)"",""pulsed"":""g = 0.36, BF10 = 50.8 (strong evidence for an effect)"",""continuous"":""g = 0.002, BF01 = 21.9 (strong evidence for the null)"",""conclusion"":""engagement depends on the waveform""}"
incomplete-reporting-against-the-contes-concurre-0s1333n,interpretation-of-concurrent-tes-fmri-target-eng-1ujxtvs,CONFOUNDS,C0481,confounds,194,supported,consensus,systemic,human,v0-12-methods-and-confounds,v0,false,,,,,"{""checklist"":""two-phase Delphi process producing 17 essential items and 42 further recommendations"",""audit"":""57 published studies met about 53% of items on average""}"
paired-associative-stimulation-anodal-tdcs-and-i-013ev6m,corticospinal-excitability-in-the-textbook-direc-044n4gd,MODULATES,C0482,modulates,204,supported,human-interventional,cellular,human,v0-12-methods-and-confounds,v0,false,,,,,"{""n"":""56 healthy adults"",""responders"":""39% PAS, 45% anodal tDCS, 43% iTBS"",""cross_protocol"":""response to one protocol did not predict response to another""}"
late-i-wave-recruitment-indexed-by-mep-latency-w-14oj19x,variability-of-theta-burst-stimulation-after-eff-0bwb2u1,CORRELATES_WITH,C0483,correlates_with,38;59,supported,human-interventional,cellular,human,v0-12-methods-and-confounds,v0,false,,,,,"{""n"":""56 adults"",""original_claim"":""theta-burst stimulation introduced as producing reproducible excitability changes from 20-190 s of stimulation"",""observed"":""after-effects varied widely instead""}"
within-person-instability-of-motor-cortex-rtms-a-1oe6det,claims-resting-on-a-single-session-of-rtms-after-1c1z2nn,CONFOUNDS,C0484,confounds,205,supported,human-interventional,cellular,human,v0-12-methods-and-confounds,v0,false,,,,,"{""studies"":""15"",""participants"":""291"",""test_retest_r"":""0.10-0.55"",""ICC"":""0.29-0.70"",""comparison"":""no protocol significantly more reliable than another""}"
undocumented-methodological-practice-in-electric-1amadtx,reproducibility-of-published-stimulation-results-0f3guen,CONFOUNDS,C0485,confounds,206,supported,human-observational,systemic,human,v0-12-methods-and-confounds,v0,false,,,,,"{""survey"":""only about 45-50% of electrical brain stimulation researchers said they could routinely reproduce published results"",""audit"":""the rigorous practices they reported were rarely documented in papers""}"
low-statistical-power-00m9bxh,published-effect-size-estimates-and-the-truth-of-1fisejc,CONFOUNDS,C0486,confounds,207,supported,consensus,systemic,,v0-12-methods-and-confounds,v0,false,,,,,"{""effects"":""lowers the chance of detecting true effects, lowers the chance that a significant result is true, and inflates effect sizes""}"
incomplete-ultrasound-parameter-reporting-and-se-1mxy4x7,pooled-estimate-of-human-transcranial-ultrasound-1exo91l,CONFOUNDS,C0487,confounds,79,supported,human-observational,systemic,human,v0-12-methods-and-confounds,v0,false,,,,,"{""meta_analysis"":""tentative meta-analysis of 32 studies"",""named_by"":""the repository's own authors"",""repository"":""inTUS parameters-and-outcomes table acting as a de facto schema""}"
auditory-confound-carried-by-the-input-studies-o-07p59o0,pooled-human-transcranial-ultrasound-meta-analyt-1x43hdv,CONFOUNDS,C0488,confounds,77;79,inferred,inferred,systemic,human,v0-12-methods-and-confounds,v0,true,,,,,"{""inference"":""a pooled estimate inherits whatever confound its inputs carried, so the graph should record that dependency and not only the pooled number""}"
claim-from-an-unblinded-or-sham-inadequate-study-0nv5h82,any-merged-or-pooled-effect-estimate-it-enters-0u0rq92,CONFOUNDS,C0489,confounds,178;196,inferred,inferred,systemic,human,v0-12-methods-and-confounds,v0,true,,,,,"{""rule"":""such a claim carries a flag so it can be filtered or down-weighted and is never merged with a controlled one""}"
strength-of-a-clinical-recommendation-1tja1k6,certainty-of-the-evidence-for-the-effect-0gq1j9a,CORRELATES_WITH,C0490,correlates_with,208,supported,consensus,clinical,,v0-13-evidence-and-translation,v0,false,,,,,"{""framework"":""GRADE rates the two separately"",""motivation"":""introduced because guideline developers graded evidence inconsistently""}"
repetitive-tms-against-sham-in-graded-indication-0yihij0,clinical-outcome-on-the-european-guideline-lette-0irmu0h,MODULATES,C0491,modulates,209,supported,human-interventional,clinical,human,v0-13-evidence-and-translation,v0,false,,,,,"{""level_A_definite_efficacy"":""high-frequency rTMS of M1 for neuropathic pain; high-frequency rTMS of left dorsolateral prefrontal cortex for depression; low-frequency rTMS for hand motor recovery after stroke"",""level_B"":""Parkinson's disease, fibromyalgia, spasticity in multiple sclerosis, PTSD"",""comparator"":""sham"",""note"":""the field mostly does not use GRADE""}"
transcranial-direct-current-stimulation-11jlof5,clinical-outcome-in-guideline-graded-indications-17dmzku,MODULATES,C0492,modulates,210,supported,human-interventional,clinical,human,v0-13-evidence-and-translation,v0,false,,,,,"{""definitely_effective"":""depression and neuropathic pain"",""elsewhere"":""probably or possibly effective"",""effect_sizes"":""small to moderate"",""durability"":""benefits often did not last""}"
