id:ID(Entity),:LABEL,label,type,term,xref
peripheral-auditory-stimulation-by-transcranial-0d6fpmg,Entity;Confound,Peripheral auditory stimulation by transcranial ultrasound pulsed at 1000 Hz,Confound,auditory-confound,
peripheral-sensory-contamination-of-tms-eeg-reco-1pyu6ap,Entity;Confound,Peripheral sensory contamination of TMS-EEG recordings,Confound,tms-eeg,
pharmaco-tms-emg-drug-challenge-1a6uvko,Entity;Measurement,Pharmaco-TMS-EMG drug challenge,Measurement,electromyography,
pharmacological-challenge-with-a-receptor-select-02eh9qo,Entity;Measurement,Pharmacological challenge with a receptor-selective drug,Measurement,pharmaco-tms,
phase-locking-in-neurons-already-strongly-locked-053idqx,Entity;Measurement,Phase locking in neurons already strongly locked to an endogenous rhythm,Measurement,phase-locking,
phasic-locus-coeruleus-firing-1o4j7on,Entity;Measurement,Phasic locus coeruleus firing,Measurement,locus-coeruleus,
photodissociation-of-nitric-oxide-by-600-860-nm-028ijdc,Entity;CouplingMechanism,Photodissociation of nitric oxide by 600-860 nm light,CouplingMechanism,nitric-oxide,
photon-transport-delivering-up-to-about-15-of-in-0sm40hv,Entity;CouplingMechanism,Photon transport delivering up to about 15% of incident energy to cortex transcranially and about 1% intranasally,CouplingMechanism,monte-carlo-photon-transport,
piezo1-expression-level-0s34iif,Entity;GeneProduct,Piezo1 expression level,GeneProduct,piezo1,
piezo1-in-motor-cortex-1hwlol2,Entity;GeneProduct,Piezo1 in motor cortex,GeneProduct,piezo1,
plasma-drug-concentration-0p2msam,Entity;Measurement,Plasma drug concentration,Measurement,cmax,
plasma-exposure-summarised-as-auc-and-cmax-0lvo5zz,Entity;Measurement,Plasma exposure summarised as AUC and Cmax,Measurement,auc,
plasticity-after-effect-of-mu-phase-triggered-bu-0cuxjeo,Entity;Outcome,Plasticity after-effect of mu-phase-triggered burst rTMS,Outcome,phase-triggered-stimulation,
plasticity-related-and-cellular-process-gene-exp-0nscj88,Entity;Measurement,Plasticity-related and cellular-process gene expression across many regions,Measurement,spatial-transcriptomics,
pooled-estimate-of-human-transcranial-ultrasound-1exo91l,Entity;Outcome,Pooled estimate of human transcranial ultrasound effects,Outcome,,
pooled-human-transcranial-ultrasound-meta-analyt-1x43hdv,Entity;Outcome,Pooled human transcranial ultrasound meta-analytic estimate,Outcome,,
postsynaptic-5-ht2a-receptor-signalling-0ahp9vf,Entity;Molecule,Postsynaptic 5-HT2A receptor signalling,Molecule,five-ht2a-receptor,
preconditioning-tdcs-delivered-before-1-hz-repet-14ndm47,Entity;StimulationProtocol,Preconditioning tDCS delivered before 1 Hz repetitive TMS,StimulationProtocol,preconditioning,
predicting-a-functional-response-from-receptor-o-18ym4bw,Entity;Outcome,Predicting a functional response from receptor occupancy,Outcome,receptor-occupancy,
prefrontal-tms-or-tdcs-10ijdge,Entity;ExogenousDrive,Prefrontal TMS or tDCS,ExogenousDrive,dlpfc,
prefrontal-tms-or-tdcs-timed-relative-to-a-labor-0szb8o1,Entity;ExogenousDrive,Prefrontal TMS or tDCS timed relative to a laboratory stressor,ExogenousDrive,,
prefrontal-tms-or-transcranial-direct-current-st-1yh07qr,Entity;StimulationProtocol,Prefrontal TMS or transcranial direct current stimulation delivered before or after a laboratory stressor rather than during it,StimulationProtocol,tdcs,
pregnane-neurosteroids-0e0lcbj,Entity;Molecule,Pregnane neurosteroids,Molecule,neurosteroid,
pregnane-steroids-1latc3y,Entity;Molecule,Pregnane steroids,Molecule,neurosteroid,
pregnane-steroids-acting-as-circulating-endocrin-1xxkklq,Entity;Molecule,Pregnane steroids acting as circulating endocrine messengers or as locally synthesised neurosteroids,Molecule,neurosteroid,
presynaptic-5-ht2a-receptors-on-anterior-thalami-0wc6nz4,Entity;Molecule,Presynaptic 5-HT2A receptors on anterior thalamic axons,Molecule,five-ht2a-receptor,
presynaptic-5-ht2a-receptors-on-anterior-thalami-10hbr1v,Entity;SubcellularComponent,Presynaptic 5-HT2A receptors on anterior thalamic axons,SubcellularComponent,five-ht2a-receptor,
primary-cognitive-composite-in-mild-to-moderate-0zw80qu,Entity;Outcome,Primary cognitive composite in mild-to-moderate Alzheimer's disease,Outcome,clinical-response,
psilocybin-or-lsd-1rig262,Entity;ExogenousDrive,Psilocybin or LSD,ExogenousDrive,psychedelic,
psychedelic-induced-cortical-plasticity-1wk671u,Entity;Outcome,Psychedelic-induced cortical plasticity,Outcome,ltp-like-plasticity,
psychedelic-induced-plasticity-and-antidepressan-0txb8xv,Entity;Outcome,Psychedelic-induced plasticity and antidepressant effects,Outcome,,
psychedelic-induced-plasticity-and-antidepressan-11zr4g0,Entity;Outcome,Psychedelic-induced plasticity and antidepressant-like effect,Outcome,,
psychedelic-induced-plasticity-as-distinct-from-1evjcha,Entity;Outcome,"Psychedelic-induced plasticity, as distinct from the hallucinogenic effect",Outcome,,
psychedelic-induced-synaptic-strengthening-in-gr-041f4om,Entity;Outcome,Psychedelic-induced synaptic strengthening in granular retrosplenial cortex,Outcome,,
psychedelic-type-cortical-plasticity-null-despit-190tquh,Entity;Outcome,"Psychedelic-type cortical plasticity (null, despite 5-HT2A agonism)",Outcome,ltp-like-plasticity,
published-effect-size-estimates-and-the-truth-of-1fisejc,Entity;Outcome,Published effect-size estimates and the truth of significant results,Outcome,,
published-effect-size-in-neuromodulation-0fdullr,Entity;Outcome,Published effect size in neuromodulation,Outcome,,
pulsatile-plasma-levodopa-exposure-1r36smg,Entity;ExogenousDrive,Pulsatile plasma levodopa exposure,ExogenousDrive,pulsatile-exposure,
pulse-duration-indexed-by-chronaxie-02ne0l6,Entity;StimulationProtocol,"Pulse duration, indexed by chronaxie",StimulationProtocol,chronaxie,
pulse-locked-activity-in-the-trigeminal-control-1uxb16s,Entity;Confound,Pulse-locked activity in the trigeminal control nucleus above 1.2 mA,Confound,co-stimulation,
pulse-locked-mesencephalic-trigeminal-nucleus-co-0ogrpto,Entity;Confound,Pulse-locked mesencephalic trigeminal nucleus co-recruitment above 1.2 mA,Confound,co-stimulation,
pulsed-focused-ultrasound-with-systemic-microbub-0m0zk9f,Entity;ExogenousDrive,Pulsed focused ultrasound with systemic microbubbles,ExogenousDrive,blood-brain-barrier-opening,
pulsed-tavns-1q0d891,Entity;ExogenousDrive,Pulsed taVNS,ExogenousDrive,tavns,
pulsed-transcutaneous-auricular-vagus-nerve-stim-03dvj0n,Entity;ExogenousDrive,Pulsed transcutaneous auricular vagus nerve stimulation,ExogenousDrive,tavns,
pulsed-versus-continuous-tavns-waveform-0xg4f6v,Entity;StimulationProtocol,Pulsed versus continuous taVNS waveform,StimulationProtocol,tavns,
pupil-diameter-01l3jgq,Entity;Measurement,Pupil diameter,Measurement,pupillometry,
pupil-diameter-as-a-proxy-for-noradrenergic-enga-11yajzm,Entity;Measurement,Pupil diameter as a proxy for noradrenergic engagement,Measurement,pupillometry,
pupil-diameter-null-result-0mr8fsz,Entity;Measurement,Pupil diameter (null result),Measurement,pupillometry,
pupil-dilation-as-a-noradrenergic-engagement-pro-11hlq7i,Entity;Measurement,Pupil dilation as a noradrenergic engagement proxy,Measurement,pupillometry,
pupil-dilation-as-an-index-of-target-engagement-143gxm5,Entity;Measurement,Pupil dilation as an index of target engagement,Measurement,pupillometry,
pupil-dilation-cortisol-and-salivary-alpha-amyla-0oq57jn,Entity;Measurement,"Pupil dilation, cortisol and salivary alpha-amylase",Measurement,,
qids-sr-16-self-reported-depression-score-versus-0yxg2v1,Entity;Outcome,QIDS-SR-16 self-reported depression score versus electroconvulsive therapy,Outcome,electroconvulsive-therapy,
quantal-mepsc-amplitude-across-all-synapses-1jo0bk1,Entity;Measurement,Quantal (mEPSC) amplitude across all synapses,Measurement,,
ramp-only-sham-tdcs-ramping-current-up-and-down-0tvyd59,Entity;Confound,"Ramp-only sham tDCS, ramping current up and down briefly",Confound,sham,
ramped-longer-lower-intensity-ultrasound-pulses-0fix85k,Entity;StimulationProtocol,"Ramped, longer, lower-intensity ultrasound pulses at matched dose",StimulationProtocol,amplitude-envelope,
rapid-global-homeostatic-synaptic-plasticity-1yo41i9,Entity;CouplingMechanism,Rapid global homeostatic synaptic plasticity,CouplingMechanism,homeostatic-synaptic-scaling,
rates-reporting-checklist-for-transcranial-elect-1bhce4c,Entity;Measurement,RATES reporting checklist for transcranial electrical stimulation,Measurement,reporting-checklist,
readout-dependence-of-phase-triggered-stimulatio-0t7xi5i,Entity;Confound,Readout dependence of phase-triggered stimulation (EEG versus corticospinal measures),Confound,readout,
real-transcranial-magnetic-stimulation-0w4kthr,Entity;ExogenousDrive,Real transcranial magnetic stimulation,ExogenousDrive,tms,
receptor-compartment-as-an-attribute-of-the-coup-1e1g46t,Entity;SubcellularComponent,Receptor compartment as an attribute of the coupling edge,SubcellularComponent,receptor-compartment,
receptor-identity-of-a-stimulation-induced-plast-19s2daw,Entity;CouplingMechanism,Receptor identity of a stimulation-induced plasticity effect,CouplingMechanism,,
receptor-site-concentration-in-brain-extracellul-015bivt,Entity;Measurement,Receptor-site concentration in brain extracellular fluid,Measurement,brain-extracellular-fluid,
receptor-subunit-or-channel-isoform-as-an-entity-11sv4lz,Entity;GeneProduct,Receptor subunit or channel isoform as an entity distinct from its gene,GeneProduct,,
reconciliation-of-the-postsynaptic-presynaptic-a-0asjfjv,Entity;Outcome,"Reconciliation of the postsynaptic, presynaptic and TrkB positions on psychedelic plasticity",Outcome,,
regional-and-compartmental-specificity-of-5-ht2a-14bz895,Entity;CouplingMechanism,Regional and compartmental specificity of 5-HT2A necessity,CouplingMechanism,receptor-compartment,
regional-ultrasound-sensitivity-central-amygdala-1v0yigq,Entity;Measurement,"Regional ultrasound sensitivity, central amygdala being more sensitive than motor cortex",Measurement,,
regulatory-approval-of-a-drug-1jh866a,Entity;Outcome,Regulatory approval of a drug,Outcome,,
release-of-tnf-il-1beta-il-6-and-il-18-from-lps-0vwcjma,Entity;Molecule,"Release of TNF, IL-1beta, IL-6 and IL-18 from LPS-stimulated macrophages",Molecule,tnf,
reliable-calculated-electric-field-15nyicw,Entity;Measurement,Reliable calculated electric field,Measurement,e-field,
remission-in-depression-0k5wltb,Entity;Outcome,Remission in depression,Outcome,clinical-response,
remission-rate-in-depression-1667rc9,Entity;Outcome,Remission rate in depression,Outcome,clinical-response,
repeated-ctbs-or-itbs-over-motor-cortex-0e1ja45,Entity;StimulationProtocol,Repeated cTBS or iTBS over motor cortex,StimulationProtocol,theta-burst-stimulation,
repetitive-tms-against-sham-in-graded-indication-0yihij0,Entity;StimulationProtocol,Repetitive TMS against sham in graded indications,StimulationProtocol,rtms,
repetitive-tms-pattern-1-hz-10-hz-or-intermitten-1cp1apc,Entity;StimulationProtocol,"Repetitive TMS pattern (1 Hz, 10 Hz or intermittent theta burst)",StimulationProtocol,rtms,
reported-antidepressant-efficacy-of-left-dorsola-0ecjw7i,Entity;Outcome,Reported antidepressant efficacy of left dorsolateral prefrontal rTMS sites,Outcome,subgenual-cingulate,
reporting-standards-and-repositories-that-supply-1en7ws5,Entity;Measurement,Reporting standards and repositories that supply no identifiers or class hierarchy,Measurement,reporting-checklist,
representing-the-auditory-transient-beside-the-w-17ih59e,Entity;Outcome,"Representing the auditory transient beside the wave aimed at cortex, the two-orders-of-magnitude difference between incident and cortical light, and the metabolite that actually binds",Outcome,effective-stimulus,
representing-the-cortical-versus-peripheral-rout-1ajl3xl,Entity;Outcome,Representing the cortical-versus-peripheral route of low-intensity tES and the mechanism and feasibility of temporal interference,Outcome,hypothesis-group,
reproducibility-of-published-stimulation-results-0f3guen,Entity;Outcome,Reproducibility of published stimulation results,Outcome,,
reproducible-reporting-of-tes-protocols-0nvgyo1,Entity;Outcome,Reproducible reporting of tES protocols,Outcome,reproducibility,
reproducing-protocols-and-comparing-safety-and-e-11lbup5,Entity;Outcome,Reproducing protocols and comparing safety and efficacy across tES variants,Outcome,reproducibility,
resolution-of-an-apparent-mechanism-dispute-into-10twyjt,Entity;Outcome,Resolution of an apparent mechanism dispute into a dose question,Outcome,,
respiration-gated-hypoglossal-nerve-stimulation-0wbd9yw,Entity;ExogenousDrive,Respiration-gated hypoglossal nerve stimulation,ExogenousDrive,,
response-to-tms-and-tdcs-based-plasticity-protoc-14dzb12,Entity;Outcome,Response to TMS- and tDCS-based plasticity protocols,Outcome,,
resting-eeg-and-tms-eeg-excitability-measures-19ksg8h,Entity;Measurement,Resting EEG and TMS-EEG excitability measures,Measurement,tms-eeg,
retinal-ganglion-cells-with-responses-stronger-a-0up94oi,Entity;NeuronPopulation,"Retinal ganglion cells, with responses stronger at higher carrier frequencies",NeuronPopulation,,
roast-open-source-tes-modelling-pipeline-1h6mp45,Entity;Measurement,ROAST open-source tES modelling pipeline,Measurement,finite-element-head-model,
rodent-coupling-mechanism-demonstration-at-field-1f98sbj,Entity;CouplingMechanism,Rodent coupling-mechanism demonstration at fields a human montage cannot produce,CouplingMechanism,,
route-direction-afferent-versus-efferent-carried-0akblvt,Entity;Measurement,Route direction (afferent versus efferent) carried on the edge,Measurement,,
routine-tms-field-dosimetry-02d9d97,Entity;Outcome,Routine TMS field dosimetry,Outcome,dosimetry,
safe-macroelectrode-stimulation-design-1gw6rzk,Entity;Outcome,Safe macroelectrode stimulation design,Outcome,tissue-damage-threshold,
safe-reversible-and-repeatable-blood-brain-barri-06kkjaz,Entity;Outcome,"Safe, reversible and repeatable blood-brain barrier opening",Outcome,,
scalp-sensations-during-transcranial-ultrasound-1yzeb5r,Entity;Outcome,Scalp sensations during transcranial ultrasound,Outcome,,
scalp-soft-tissue-and-skull-1ai6b0h,Entity;AnatomicalStructure,Scalp soft tissue and skull,AnatomicalStructure,current-shunting,
scalp-transcranial-alternating-current-stimulati-1oc1zsu,Entity;ExogenousDrive,Scalp transcranial alternating current stimulation,ExogenousDrive,tacs,
sckan-curated-ontology-backed-structural-connect-1piqs1c,Entity;Measurement,"SCKAN curated, ontology-backed structural connectivity record",Measurement,sckan,
sckan-the-sparc-connectivity-knowledge-base-of-t-0412tr3,Entity;AnatomicalStructure,"SCKAN, the SPARC Connectivity Knowledge Base of the Autonomic Nervous System",AnatomicalStructure,sckan,
seizure-threshold-expressed-in-pulses-charge-and-0agtil8,Entity;Measurement,"Seizure threshold expressed in pulses, charge and energy",Measurement,,
sensorimotor-mu-rhythm-phase-at-the-moment-of-de-175kvv4,Entity;Measurement,Sensorimotor mu-rhythm phase at the moment of delivery,Measurement,mu-rhythm,
serotonin-metabolite-concentration-and-transport-138dp9t,Entity;Molecule,Serotonin metabolite concentration and transporter genotype,Molecule,serotonin,
serotonin-which-is-membrane-impermeant-0bac3gd,Entity;Molecule,"Serotonin, which is membrane-impermeant",Molecule,serotonin,
sham-tdcs-protocol-that-is-not-physiologically-i-14ueoye,Entity;Confound,Sham tDCS protocol that is not physiologically inert,Confound,sham,
sham-tms-treated-as-an-inert-control-0eavqyt,Entity;Confound,Sham TMS treated as an inert control,Confound,sham,
shared-subcellular-and-molecular-endpoints-acros-0dzg5ri,Entity;SubcellularComponent,Shared subcellular and molecular endpoints across modality families,SubcellularComponent,convergence,
sharp-edged-rectangular-ultrasound-pulse-envelop-1dv8ehc,Entity;StimulationProtocol,Sharp-edged rectangular ultrasound pulse envelope,StimulationProtocol,amplitude-envelope,
shifted-and-summed-rate-matched-transient-evoked-0yqdwfl,Entity;CouplingMechanism,Shifted and summed rate-matched transient evoked responses,CouplingMechanism,,
shorter-pulse-width-with-a-raised-pulse-count-0ob8zu5,Entity;StimulationProtocol,Shorter pulse width with a raised pulse count,StimulationProtocol,pulse-width,
side-by-side-comparison-of-human-applicable-neur-003u2oe,Entity;Measurement,Side-by-side comparison of human-applicable neuromodulation families,Measurement,,
simultaneous-human-intracranial-recording-and-fi-1at5yu7,Entity;Measurement,Simultaneous human intracranial recording and field measurement at 1-2 mA with peripheral block in the same session,Measurement,hypothesis-group,
single-25-mg-dose-of-psilocybin-with-psychologic-09gw4zx,Entity;ExogenousDrive,Single 25 mg dose of psilocybin with psychological support,ExogenousDrive,psilocybin,
single-intravenous-ketamine-dose-1j5laod,Entity;ExogenousDrive,Single intravenous ketamine dose,ExogenousDrive,ketamine,
single-ketamine-dose-1xvsoo3,Entity;ExogenousDrive,Single ketamine dose,ExogenousDrive,ketamine,
single-laboratory-provenance-of-the-trkb-transme-1jbe0k0,Entity;Confound,Single-laboratory provenance of the TRKB transmembrane binding-site account,Confound,single-laboratory-claim,
single-neuron-spike-timing-but-not-firing-rate-a-0a2v56i,Entity;Measurement,"Single-neuron spike timing but not firing rate, at about 80% lower potency than conventional tACS",Measurement,phase-locking,
single-neuron-spike-timing-but-not-firing-rate-i-1mvqouo,Entity;Measurement,"Single-neuron spike timing, but not firing rate, including in hippocampus and basal ganglia",Measurement,phase-locking,
single-one-hour-inhaled-nitrous-oxide-1a8s593,Entity;ExogenousDrive,Single one-hour inhaled nitrous oxide,ExogenousDrive,nitrous-oxide,
single-session-transcranial-direct-current-stimu-0bc2l4w,Entity;ExogenousDrive,Single-session transcranial direct current stimulation,ExogenousDrive,tdcs,
sites-inside-ion-channels-and-within-the-plasma-0jbqm5f,Entity;SubcellularComponent,"Sites inside ion channels and within the plasma membrane, where ordered lipid domains create anaesthetic-sensitive sites",SubcellularComponent,lipid-domain,
size-and-direction-of-a-synaptic-modification-1vya80x,Entity;Outcome,Size and direction of a synaptic modification,Outcome,,
skin-pigmentation-as-a-dose-covariate-1bqcq29,Entity;Confound,Skin pigmentation as a dose covariate,Confound,melanin,
skull-density-ratio-1h1wsjx,Entity;Measurement,Skull density ratio,Measurement,skull-density-ratio,
smoothed-ultrasound-pulse-envelope-1g6k2od,Entity;StimulationProtocol,Smoothed ultrasound pulse envelope,StimulationProtocol,amplitude-envelope,
somatic-polarisation-and-terminal-or-bend-polari-0tvltni,Entity;CouplingMechanism,"Somatic polarisation and terminal or bend polarisation, two mechanisms under one word",CouplingMechanism,terminal-polarisation,
somatosensory-and-auditory-co-stimulation-by-tms-01q27ww,Entity;Confound,Somatosensory and auditory co-stimulation by TMS,Confound,co-stimulation,
sonication-duration-of-low-intensity-transcrania-0h6rmjv,Entity;StimulationProtocol,Sonication duration of low-intensity transcranial ultrasound,StimulationProtocol,sonication,
spatial-peak-pulse-average-intensity-isppa-alone-1qe5wtp,Entity;StimulationProtocol,Spatial-peak pulse-average intensity (ISPPA) alone,StimulationProtocol,isppa,
species-and-delivery-gap-in-the-imported-plastic-158cl0g,Entity;Confound,Species and delivery gap in the imported plasticity constructs,Confound,preparation,
species-dependence-of-tspo-as-an-index-of-microg-1imibd4,Entity;Confound,Species dependence of TSPO as an index of microglial activation,Confound,tspo,
species-difference-in-modelled-tes-field-across-0xcnk2r,Entity;Confound,"Species difference in modelled tES field across mouse, monkey and human heads",Confound,species-translation,
species-gap-in-deliverable-cortical-cooling-1kp880n,Entity;Confound,Species gap in deliverable cortical cooling,Confound,species-translation,
species-neutral-anatomy-ontology-linking-species-0t05v8o,Entity;Measurement,Species-neutral anatomy ontology linking species-specific identifiers,Measurement,uberon,
specific-rather-than-broad-definitions-of-transc-1j1mpoy,Entity;StimulationProtocol,Specific rather than broad definitions of transcranial electrical stimulation techniques,StimulationProtocol,tes,
specific-subjective-features-of-the-psychedelic-1sl8y4b,Entity;Measurement,Specific subjective features of the psychedelic experience,Measurement,subjective-effects,
spike-entrainment-in-macaque-hippocampus-and-vis-08s42az,Entity;Measurement,Spike entrainment in macaque hippocampus and visual cortex,Measurement,entrainment,
spike-initiation-zone-of-vestibular-primary-affe-0rp0fo6,Entity;NeuronPopulation,Spike-initiation zone of vestibular primary afferents,NeuronPopulation,,
spike-timing-dependent-plasticity-0xsy3j0,Entity;CouplingMechanism,Spike-timing-dependent plasticity,CouplingMechanism,spike-timing-dependent-plasticity,
spike-timing-without-a-change-in-firing-rate-0lrvx5e,Entity;Measurement,Spike timing without a change in firing rate,Measurement,,
spiking-and-subthreshold-membrane-activity-0qui5tu,Entity;Measurement,Spiking and subthreshold membrane activity,Measurement,,
splenic-memory-phenotype-choline-acetyltransfera-0i1jgun,Entity;CellType,Splenic memory-phenotype choline acetyltransferase-expressing T cells,CellType,,
spontaneous-firing-and-epileptiform-activity-wit-0xo8f8i,Entity;Measurement,"Spontaneous firing and epileptiform activity, with excitability changes outlasting the field by more than a second",Measurement,,
standing-waves-set-by-transducer-to-array-distan-0a75dn6,Entity;Confound,Standing waves set by transducer-to-array distance,Confound,sonication,
steady-state-response-to-rhythmic-sensory-stimul-082cpz1,Entity;Measurement,Steady-state response to rhythmic sensory stimulation,Measurement,entrainment,
stimulation-entrained-gamma-oscillations-in-stn-0z1p5cx,Entity;Measurement,Stimulation-entrained gamma oscillations in STN or motor cortex,Measurement,biomarker,
stimulation-entrained-gamma-oscillations-in-subt-11bv7q2,Entity;Measurement,Stimulation-entrained gamma oscillations in subthalamic nucleus or motor cortex,Measurement,closed-loop-stimulation,
stimulation-induced-ltp-like-and-ltd-like-plasti-19gqrlv,Entity;CouplingMechanism,Stimulation-induced LTP-like and LTD-like plasticity in humans,CouplingMechanism,ltp-like-plasticity,
stimulation-of-scalp-cranial-and-cervical-nerves-1agzltj,Entity;Confound,Stimulation of scalp cranial and cervical nerves,Confound,peripheral-route,
stimulation-protocol-and-device-parameter-layer-1me49oc,Entity;StimulationProtocol,Stimulation protocol and device parameter layer,StimulationProtocol,protocol-module,
strength-of-a-clinical-recommendation-1tja1k6,Entity;Outcome,Strength of a clinical recommendation,Outcome,,
striatal-d2-receptor-occupancy-measured-with-11c-006xo4d,Entity;Measurement,Striatal D2 receptor occupancy measured with [11C]raclopride PET,Measurement,receptor-occupancy,
strong-cathodal-current-1xewzos,Entity;StimulationProtocol,Strong cathodal current,StimulationProtocol,cathodal-stimulation,
structural-and-functional-connectivity-of-the-st-190n5wc,Entity;Measurement,Structural and functional connectivity of the stimulation volume,Measurement,normative-connectome,
subthalamic-beta-band-local-field-potential-1qys23x,Entity;Measurement,Subthalamic beta-band local field potential,Measurement,beta-burst,
subthalamic-beta-band-local-field-potential-burs-0ov5e1i,Entity;Measurement,Subthalamic beta-band local field potential burst crossing threshold,Measurement,beta-burst,
subthreshold-temporal-interference-steered-to-th-1ozpqsc,Entity;ExogenousDrive,Subthreshold temporal interference steered to the hippocampus,ExogenousDrive,temporal-interference,
subthreshold-temporal-interference-targeted-at-t-117utiy,Entity;ExogenousDrive,Subthreshold temporal interference targeted at the hippocampus,ExogenousDrive,temporal-interference,
superficial-gyral-cortex-because-the-field-penet-1irp0jw,Entity;AnatomicalStructure,"Superficial gyral cortex, because the field penetrates poorly with depth",AnatomicalStructure,gyral-crown,
superficial-tissue-through-predicted-tonic-firin-0titc4o,Entity;NeuronPopulation,"Superficial tissue, through predicted tonic firing or conduction block, a sandwich problem for the focality claim",NeuronPopulation,conduction-block,
support-for-a-claim-edge-0povl5x,Entity;Measurement,Support for a claim edge,Measurement,evidence-level,
suppression-of-systemic-tnf-by-vagal-stimulation-19no7xh,Entity;Outcome,Suppression of systemic TNF by vagal stimulation,Outcome,tnf,
suprathreshold-temporal-interference-in-morpholo-0wymjt2,Entity;StimulationProtocol,Suprathreshold temporal interference in morphologically realistic layer-5 pyramidal cell models,StimulationProtocol,temporal-interference,
surface-or-implanted-peripheral-motor-nerve-stim-0ot5og0,Entity;ExogenousDrive,Surface or implanted peripheral motor nerve stimulation,ExogenousDrive,,
systematic-target-deconvolution-across-thousands-1x7du5p,Entity;Measurement,Systematic target deconvolution across thousands of human proteins,Measurement,target-deconvolution,
systemic-cytokine-production-during-endotoxaemia-0tqxfiw,Entity;Outcome,Systemic cytokine production during endotoxaemia,Outcome,tnf,
systemically-injected-clozapine-n-oxide-1tl90mo,Entity;Molecule,Systemically injected clozapine-N-oxide,Molecule,clozapine-n-oxide,
tacs-entrainment-of-motor-output-measured-as-tre-0e1on38,Entity;Outcome,"tACS entrainment of motor output, measured as tremor entrainment",Outcome,,
tactile-thermal-and-painful-scalp-sensation-from-0g6czwy,Entity;Confound,"Tactile, thermal and painful scalp sensation from transcranial ultrasound",Confound,co-stimulation,
tactile-thermal-and-painful-sensations-produced-0zfpcrx,Entity;Outcome,"Tactile, thermal and painful sensations produced by ultrasound",Outcome,,
target-defined-by-nominal-coil-position-rather-t-1a4w1op,Entity;Confound,Target defined by nominal coil position rather than by modelled electric field,Confound,target-definition,
tdcs-after-effect-attributed-to-active-stimulati-07n869v,Entity;Outcome,tDCS after-effect attributed to active stimulation,Outcome,,
temperature-measurement-in-human-ultrasound-prot-0kr5mc4,Entity;Measurement,"Temperature measurement in human ultrasound protocols, and the human protocols run in the rat preparation",Measurement,thermal-account,
temporal-interference-at-intensities-that-activa-1wakqvu,Entity;StimulationProtocol,Temporal interference at intensities that activate deep targets,StimulationProtocol,temporal-interference,
temporal-interference-stimulation-0cpdw75,Entity;ExogenousDrive,Temporal interference stimulation,ExogenousDrive,temporal-interference,
temporal-interference-stimulation-at-tolerated-s-1h4yuf7,Entity;ExogenousDrive,Temporal interference stimulation at tolerated scalp currents,ExogenousDrive,temporal-interference,
temporal-interference-stimulation-in-humans-1km915m,Entity;StimulationProtocol,Temporal interference stimulation in humans,StimulationProtocol,temporal-interference,
temporal-interference-stimulation-two-kilohertz-1nx66go,Entity;ExogenousDrive,"Temporal interference stimulation, two kilohertz-range fields at slightly different frequencies",ExogenousDrive,temporal-interference,
temporal-interference-tacs-04iluk4,Entity;ExogenousDrive,Temporal-interference tACS,ExogenousDrive,temporal-interference,
the-40-hz-drive-to-amyloid-convergence-claim-18n60p9,Entity;CouplingMechanism,The 40 Hz drive-to-amyloid convergence claim,CouplingMechanism,forty-hz-stimulation,
the-action-spectrum-for-light-induced-cell-attac-00jltyj,Entity;Measurement,The action spectrum for light-induced cell attachment at 600-860 nm,Measurement,action-spectrum,
the-administered-compound-0j0ldue,Entity;Molecule,The administered compound,Molecule,active-species,
the-chain-drive-coupling-cellular-subcellular-mo-083s2rv,Entity;Pathway,The chain drive - coupling - cellular - subcellular/molecular - circuit - system - outcome,Pathway,drive-to-outcome-chain,
the-circulation-as-a-systemic-messenger-or-local-0q3up8x,Entity;StimulationProtocol,"The circulation as a systemic messenger, or local synthesis as a neurosteroid",StimulationProtocol,route-of-administration,
the-cortical-activation-pattern-attributed-to-th-17z69is,Entity;Measurement,The cortical activation pattern attributed to the ultrasound focus,Measurement,,
the-cytochrome-c-oxidase-photoacceptor-mechanism-13b0v94,Entity;Molecule,The cytochrome c oxidase photoacceptor mechanism established in cell culture,Molecule,cytochrome-c-oxidase,
the-deliverable-acoustic-dose-in-mr-guided-focus-01kr2f9,Entity;StimulationProtocol,The deliverable acoustic dose in MR-guided focused ultrasound,StimulationProtocol,in-situ-exposure,
the-effective-acoustic-stimulus-at-the-preparati-1hfqta3,Entity;Measurement,The effective acoustic stimulus at the preparation,Measurement,effective-stimulus,
the-electric-field-injected-into-the-body-tes-or-143e4cl,Entity;CouplingMechanism,The electric field injected into the body (tES) or induced in it (TMS),CouplingMechanism,e-field,
the-electric-field-produced-in-tissue-0wnalwr,Entity;Measurement,The electric field produced in tissue,Measurement,e-field,
the-fraction-of-scalp-applied-current-that-reach-19zs2v8,Entity;Measurement,"The fraction of scalp-applied current that reaches the brain, about 75% being shunted",Measurement,current-shunting,
the-full-ect-stimulus-parameter-set-pulse-amplit-0sdb47r,Entity;StimulationProtocol,"The full ECT stimulus parameter set: pulse amplitude, shape and width, and train frequency, directionality, polarity and duration",StimulationProtocol,dose-parameter-set,
the-inflammatory-reflex-selectively-and-reversib-1rv3agp,Entity;Circuit,"The inflammatory reflex, selectively and reversibly",Circuit,inflammatory-reflex,
the-ligand-that-acts-at-the-target-receptor-14sd0oq,Entity;Molecule,The ligand that acts at the target receptor,Molecule,,
